0.503,0.206,0.798,0.462,0,1,150,20
0.336,0.827,0.748,0.277,0,0,150,20
0.783,0.745,0.685,0.144,1,0,150,20
0.122,0.696,0.798,0.547,0,1,145,25
0.24,0.208,0.262,0.282,0,0,139,28
0.586,0.502,0.782,0.791,0,0,137,29
0.691,0.768,0.098,0.475,0,1,136,30
0.619,0.574,0.767,0.689,0,0,132,30
0.386,0.482,0.682,0.824,0,1,131,30
0.907,0.478,0.661,0.752,0,0,131,34
0.656,0.402,0.395,0.69,0,0,130,34
0.192,0.317,0.291,0.11,0,0,128,35
0.114,0.333,0.668,0.831,0,1,125,40
0.431,0.948,0.163,0.23,0,1,123,44
0.673,0.768,0.797,0.468,0,0,115,49
0.554,0.88,0.645,0.342,0,0,113,49
0.16,0.738,0.716,0.581,0,1,112,50
0.743,0.435,0.577,0.735,0,1,111,52
0.79,0.76,0.787,0.303,1,0,110,52
0.273,0.412,0.438,0.382,0,0,109,55
0.345,0.562,0.188,0.84,0,0,108,57
0.274,0.788,0.634,0.733,0,1,108,58
0.534,0.418,0.6,0.366,1,1,105,59
0.759,0.815,0.482,0.669,0,0,105,61
0.74,0.64,0.544,0.206,0,0,103,62
0.164,0.887,0.715,0.893,0,0,103,63
0.701,0.316,0.858,0.833,0,0,102,67
0.656,0.673,0.755,0.632,1,1,100,68
0.182,0.291,0.87,0.825,0,1,100,68
0.894,0.282,0.681,0.803,0,0,99,69
0.476,0.909,0.374,0.293,0,0,98,71
0.786,0.571,0.505,0.238,1,0,98,80
0.418,0.582,0.759,0.575,1,1,98,81
0.745,0.744,0.736,0.276,1,0,97,91
0.172,0.289,0.814,0.733,0,0,97,92
0.832,0.617,0.38,0.304,0,0,94,96
0.763,0.123,0.406,0.75,0,0,93,98
0.464,0.726,0.718,0.209,0,0,91,98
0.716,0.165,0.561,0.525,1,0,91,99
0.551,0.723,0.728,0.736,0,0,91,99
0.769,0.719,0.697,0.691,0,0,89,104
0.48,0.262,0.574,0.304,0,0,89,108
0.346,0.079,0.438,0.729,0,0,87,117
0.196,0.681,0.264,0.221,0,1,87,119
0.798,0.86,0.74,0.438,1,0,86,124
0.303,0.459,0.767,0.43,0,0,85,129
0.706,0.71,0.909,0.627,0,0,83,130
0.346,0.146,0.686,0.199,0,0,82,133
0.452,0.28,0.62,0.136,0,1,82,135
0.62,0.758,0.741,0.274,0,1,81,139
0.644,0.718,0.619,0.258,0,0,81,140
0.211,0.612,0.364,0.481,0,1,80,142
0.775,0.566,0.671,0.811,0,0,78,142
0.114,0.766,0.452,0.669,0,1,77,151
0.777,0.69,0.73,0.464,1,1,76,154
0.757,0.808,0.678,0.684,0,1,75,156
0.871,0.786,0.368,0.288,0,0,73,160
0.233,0.76,0.257,0.087,0,0,73,163
0.453,0.38,0.683,0.425,0,0,72,169
0.27,0.045,0.246,0.698,0,1,71,169
0.53,0.705,0.971,0.78,1,1,70,173
0.41,0.835,0.928,0.267,0,1,70,179
0.641,0.329,0.407,0.483,0,0,68,181
0.717,0.137,0.682,0.41,0,0,68,181
0.884,0.168,0.227,0.466,1,1,67,186
0.65,0.347,0.694,0.389,0,0,67,187
0.76,0.473,0.724,0.181,0,0,66,191
0.719,0.804,0.763,0.488,0,1,66,192
0.692,0.442,0.417,0.383,0,0,65,195
0.433,0.204,0.869,0.264,0,0,65,196
0.583,0.713,0.762,0.353,0,0,63,206
0.704,0.297,0.527,0.836,0,0,62,213
0.088,0.31,0.492,0.596,0,1,61,213
0.897,0.828,0.69,0.46,0,0,60,215
0.651,0.275,0.183,0.531,0,1,60,216
0.39,0.713,0.758,0.095,1,0,59,225
0.667,0.759,0.695,0.617,0,0,58,225
0.7,0.169,0.523,0.225,0,0,58,230
0.305,0.699,0.768,0.168,0,0,57,232
0.552,0.892,0.808,0.14,0,0,57,232
0.402,0.313,0.768,0.768,0,0,56,256
0.816,0.305,0.691,0.726,1,0,56,257
0.684,0.179,0.882,0.767,0,0,55,266
0.728,0.173,0.694,0.368,0,0,55,267
0.75,0.618,0.858,0.665,0,1,54,268
0.294,0.675,0.942,0.734,0,1,53,272
0.632,0.741,0.726,0.206,1,0,51,273
0.774,0.417,0.594,0.491,0,0,51,282
0.703,0.716,0.489,0.495,0,0,51,283
0.816,0.793,0.743,0.541,0,1,51,287
0.729,0.315,0.795,0.255,0,0,50,295
0.684,0.083,0.406,0.275,0,0,50,304
0.485,0.181,0.793,0.792,0,1,49,305
0.643,0.126,0.826,0.656,0,0,49,316
0.669,0.331,0.362,0.236,0,1,47,316
0.189,0.805,0.72,0.256,0,0,46,316
0.306,0.293,0.448,0.674,0,1,44,318
0.605,0.767,0.655,0.698,0,1,43,319
0.412,0.764,0.367,0.183,0,1,43,320
0.099,0.245,0.445,0.349,1,0,42,325
0.27,0.221,0.432,0.278,0,1,41,327
0.908,0.709,0.798,0.301,0,0,40,328
0.781,0.842,0.602,0.19,0,0,39,330
0.646,0.811,0.483,0.333,0,0,39,332
0.427,0.5,0.499,0.206,0,0,39,347
0.222,0.265,0.72,0.596,0,0,38,347
0.431,0.744,0.658,0.452,0,1,37,349
0.25,0.235,0.437,0.337,0,0,37,352
0.716,0.214,0.634,0.244,1,0,37,357
0.69,0.629,0.677,0.31,0,1,37,366
0.205,0.673,0.325,0.174,0,1,37,381
0.6,0.277,0.541,0.563,0,0,36,383
0.307,0.273,0.388,0.738,0,1,34,386
0.647,0.204,0.353,0.325,1,0,34,389
0.205,0.852,0.63,0.666,0,1,34,389
0.171,0.27,0.601,0.397,0,1,33,392
0.278,0.608,0.735,0.393,0,1,32,394
0.592,0.366,0.138,0.367,0,1,32,396
0.46,0.213,0.879,0.687,0,0,32,411
0.147,0.745,0.816,0.288,0,1,31,422
0.755,0.687,0.443,0.586,0,0,31,424
0.606,0.782,0.358,0.51,0,0,31,429
0.197,0.17,0.606,0.21,0,0,31,450
0.256,0.345,0.754,0.547,0,0,29,454
0.348,0.629,0.779,0.376,0,0,29,479
0.218,0.338,0.504,0.491,0,1,28,480
0.297,0.546,0.7,0.665,0,1,28,484
0.423,0.694,0.743,0.605,1,1,28,485
0.593,0.27,0.451,0.767,1,1,28,486
0.878,0.679,0.249,0.217,1,0,27,498
0.246,0.244,0.677,0.171,1,0,27,499
0.833,0.4,0.487,0.282,1,1,27,509
0.445,0.795,0.714,0.339,1,1,26,513
0.717,0.368,0.568,0.591,1,0,26,515
0.702,0.484,0.439,0.832,1,1,26,515
0.206,0.58,0.887,0.313,1,1,26,519
0.753,0.742,0.826,0.303,1,1,26,522
0.151,0.133,0.772,0.62,1,1,26,523
0.649,0.713,0.46,0.285,1,0,25,525
0.298,0.203,0.722,0.302,1,0,25,526
0.221,0.733,0.796,0.231,1,1,25,544
0.643,0.816,0.688,0.328,1,0,24,550
0.636,0.742,0.587,0.331,1,0,24,565
0.332,0.688,0.731,0.394,1,0,24,587
0.733,0.81,0.208,0.875,1,0,24,601
0.295,0.407,0.22,0.943,1,0,24,611
0.12,0.55,0.278,0.554,1,0,23,615
0.132,0.516,0.666,0.807,1,0,23,623
0.2,0.112,0.247,0.752,1,0,22,630
0.532,0.656,0.092,0.225,1,1,22,636
0.602,0.341,0.411,0.338,1,1,22,645
0.312,0.353,0.331,0.363,1,0,22,647
0.546,0.49,0.436,0.559,1,0,22,650
0.307,0.263,0.442,0.28,1,1,22,655
0.196,0.631,0.246,0.674,1,1,21,659
0.173,0.76,0.798,0.837,1,1,21,661
0.196,0.636,0.417,0.186,1,0,21,666
0.281,0.328,0.3,0.369,1,0,21,676
0.336,0.368,0.64,0.618,1,0,21,682
0.366,0.734,0.79,0.71,1,0,21,688
0.621,0.763,0.671,0.609,1,0,21,688
0.305,0.761,0.356,0.2,1,0,20,693
0.458,0.742,0.487,0.268,1,0,20,695
0.322,0.604,0.39,0.774,1,1,20,697
0.315,0.547,0.894,0.347,1,0,20,699
0.461,0.864,0.492,0.818,1,1,20,703
0.588,0.139,0.812,0.718,1,0,20,711
0.266,0.561,0.626,0.492,1,0,20,731
0.389,0.742,0.771,0.144,1,0,20,742
0.262,0.65,0.586,0.58,1,0,20,744
0.291,0.681,0.718,0.308,1,1,20,764
0.156,0.629,0.474,0.803,1,1,20,772
0.292,0.252,0.797,0.777,1,1,20,784
0.68,0.814,0.717,0.417,1,1,20,787
0.298,0.306,0.846,0.482,1,0,20,791
0.717,0.516,0.809,0.775,1,0,20,800
0.24,0.495,0.742,0.215,1,0,20,802
0.192,0.771,0.369,0.295,1,0,20,806
0.536,0.918,0.724,0.389,1,0,20,813
0.196,0.276,0.197,0.88,1,1,20,831
0.814,0.805,0.248,0.407,1,1,20,831
0.211,0.773,0.726,0.493,1,1,20,848
0.281,0.798,0.794,0.448,1,1,20,862
0.739,0.404,0.218,0.332,1,0,20,871
0.813,0.897,0.076,0.218,1,1,20,882
0.189,0.316,0.791,0.66,1,0,20,885
0.292,0.864,0.748,0.36,1,1,20,909
0.278,0.449,0.614,0.596,1,1,20,920
0.163,0.696,0.464,0.065,1,0,20,944
0.229,0.67,0.76,0.744,1,1,20,984
